time,loss,left,right,up,down,highest_reward,average_reward,steps,games,step_per_games
705,0.12304448,1520,1470,587,581,9.900001,1.6521626,4158,139,29
706,0.12225316,1555,1481,584,593,8.599998,1.6317326,4213,140,30
707,0.15179843,1507,1484,574,602,10.4000025,1.71478,4167,137,30
708,0.16215716,1516,1471,580,603,9.399999,1.8770722,4170,132,31
709,0.12764649,1511,1484,571,592,9.800001,1.6599069,4158,137,30
710,0.14589512,1512,1459,562,604,9.900002,1.7317353,4137,135,30
711,0.12388596,1492,1453,575,622,8.900001,1.5399781,4142,142,29
712,0.096365534,1505,1450,560,603,8.399999,1.5818821,4118,141,29
713,0.09514643,1549,1488,555,605,8.700001,1.6774817,4197,141,29
714,0.11155642,1524,1475,549,588,9.900001,1.6741998,4136,137,30
715,0.10004122,1542,1483,550,611,8.6,1.5432847,4186,142,29
716,0.10684788,1523,1481,559,605,9.300001,1.6326034,4168,138,30
717,0.117568746,1486,1444,556,606,7.9999986,1.5520991,4092,139,29
718,0.13788614,1477,1448,556,632,9.299999,1.674469,4113,137,30
719,0.16433105,1462,1417,603,633,9.499999,1.6552105,4115,137,30
720,0.14228554,1446,1430,599,634,10.300003,1.59221,4109,138,29
721,0.17053862,1458,1440,630,630,9.500004,1.6481699,4158,138,30
722,0.19197908,1459,1448,627,636,9.300002,1.8125157,4170,132,31
723,0.1701027,1401,1386,641,657,8.199999,1.5761057,4085,137,29
724,0.17593193,1456,1419,657,663,10.900004,1.7564931,4195,136,30
725,0.15977912,1420,1401,659,675,9.6,1.6448356,4155,139,29
726,0.17180438,1395,1396,665,682,8.0999975,1.5454544,4138,141,29
727,0.18527304,1464,1415,634,643,10.100006,1.8490838,4156,131,31
728,0.19562162,1433,1427,637,641,8.299998,1.6949713,4138,135,30
729,0.17524448,1441,1414,610,637,8.299998,1.6197927,4102,136,30
730,0.16914408,1499,1453,611,599,9.8,1.7757547,4162,134,31
731,0.14361946,1480,1464,609,605,8.900002,1.6039658,4158,139,29
732,0.13945183,1474,1477,595,597,8.199999,1.6576133,4143,137,30
733,0.14165236,1491,1467,599,620,10.300002,1.6050968,4177,140,29
734,0.14754352,1500,1466,582,601,8.299999,1.7032276,4149,136,30
735,0.15811867,1501,1488,604,593,10.700001,1.7109863,4186,137,30
736,0.14034146,1485,1441,577,587,8.199998,1.6131517,4090,135,30
737,0.13919242,1517,1467,587,593,8.8,1.6525671,4164,137,30
738,0.13371061,1501,1469,575,609,8.900002,1.6247209,4154,138,30
739,0.1377909,1524,1457,572,595,8.7,1.6773607,4148,137,30
740,0.13496321,1493,1449,571,581,9.399999,1.686148,4094,135,30
741,0.13030644,1535,1486,572,591,9.299999,1.5405331,4184,142,29
742,0.11771584,1505,1468,564,591,8.399999,1.5495615,4128,140,29
743,0.12887642,1540,1493,569,592,11.100006,1.688982,4194,139,30
744,0.13697259,1540,1453,554,592,10.500004,1.7454675,4139,135,30
745,0.11883946,1546,1475,560,593,9.300003,1.6230211,4174,139,30
746,0.13220531,1533,1449,539,573,10.500004,1.7643358,4094,131,31
747,0.13462463,1549,1513,568,585,9.6,1.8111485,4215,135,31
748,0.12158672,1535,1491,548,593,7.2999983,1.5752798,4167,139,29
749,0.10821432,1519,1470,546,572,7.9999976,1.6048188,4107,136,30
750,0.13216388,1545,1475,554,580,10.000006,1.8473738,4154,132,31
751,0.13110198,1523,1493,542,587,11.200006,1.8434956,4145,132,31
752,0.10929275,1555,1491,552,594,8.299998,1.5982565,4192,139,30
753,0.12732196,1527,1484,539,596,9.900003,1.6819319,4146,136,30
754,0.11538659,1533,1489,549,576,8.299999,1.6875551,4147,135,30
755,0.10886233,1522,1468,539,581,11.100006,1.6454965,4110,136,30
756,0.1268801,1528,1470,554,577,10.600002,1.7212869,4129,134,30
757,0.10976886,1534,1482,559,562,10.299999,1.6509765,4137,138,29
758,0.11495704,1537,1485,543,604,8.6,1.5724609,4169,140,29
759,0.107195675,1504,1490,541,582,9.099999,1.6535807,4117,135,30
760,0.11241584,1556,1504,554,588,10.300001,1.6862193,4202,139,30
761,0.11367923,1518,1470,540,576,9.4,1.5998518,4104,138,29
762,0.12356904,1534,1485,533,591,9.399999,1.7640094,4143,134,30
763,0.10118136,1532,1477,545,564,8.099998,1.6497306,4118,136,30
764,0.118047655,1504,1463,529,585,10.600004,1.6420219,4081,136,30
765,0.12395631,1539,1471,549,579,9.700001,1.7932311,4138,132,31
766,0.11620572,1546,1492,549,585,11.200005,1.6172557,4172,139,30
767,0.11590043,1514,1478,563,598,9.400003,1.6450496,4153,138,30
768,0.1151035,1522,1474,560,582,9.900002,1.615754,4138,138,29
769,0.12424351,1496,1468,576,576,9.299999,1.7118539,4116,134,30
770,0.13293585,1545,1484,589,606,9.800004,1.767848,4224,137,30
771,0.1493969,1483,1464,585,587,9.299999,1.8286937,4119,130,31
772,0.13388865,1470,1441,575,612,10.200003,1.6958252,4098,133,30
773,0.12980618,1498,1484,615,614,8.9,1.6777463,4211,138,30
774,0.12310796,1466,1443,602,593,9.099998,1.6713428,4104,135,30
775,0.12554872,1482,1466,615,601,8.299998,1.6315777,4164,138,30
776,0.12019542,1478,1443,603,604,8.699999,1.6957102,4128,134,30
777,0.12770957,1472,1468,619,614,6.399999,1.5161014,4173,142,29
778,0.12644573,1494,1455,599,609,8.399999,1.6235245,4157,139,29
779,0.13760103,1494,1456,590,583,9.199999,1.7628647,4123,131,31
780,0.14456394,1536,1493,591,613,9.599999,1.8247552,4233,135,31
781,0.14084475,1485,1451,592,594,7.8999987,1.6473292,4122,136,30
782,0.12730318,1497,1451,593,597,9.700001,1.6223999,4138,137,30
783,0.121770754,1498,1453,590,596,9.300001,1.6604036,4137,137,30
784,0.12148842,1481,1472,611,582,10.199999,1.6081985,4146,137,30
785,0.13243693,1486,1457,601,601,9.5,1.8071871,4145,132,31
786,0.13357696,1468,1451,595,593,8.900001,1.6381034,4107,136,30
787,0.1279446,1469,1464,612,583,10.000004,1.687231,4128,136,30
788,0.12835251,1490,1449,596,609,9.199999,1.7491529,4144,133,31
789,0.127194,1459,1451,598,604,8.900001,1.6684313,4112,136,30
790,0.11858987,1476,1432,594,613,8.0999975,1.5532902,4115,139,29
791,0.12807111,1484,1423,594,592,8.6,1.6292185,4093,135,30
792,0.14198428,1483,1439,601,601,9.099999,1.756739,4124,132,31
793,0.14542356,1500,1456,600,598,9.1,1.7135271,4154,134,31
794,0.12503633,1497,1478,615,600,8.5,1.6370143,4190,138,30
795,0.12399051,1462,1440,599,589,9.6,1.7018805,4090,133,30
796,0.13570711,1508,1461,599,603,8.499999,1.7171637,4171,135,30
797,0.1430858,1476,1462,604,588,10.500003,1.7418865,4130,134,30
798,0.124185495,1480,1442,586,592,9.5,1.6312664,4100,136,30
799,0.143337,1482,1454,588,583,8.299998,1.806986,4107,131,31
800,0.13075116,1474,1448,582,607,10.900005,1.715639,4111,134,30
801,0.15088114,1505,1470,572,600,10.600006,1.8266193,4147,129,32
802,0.121085815,1511,1459,584,587,9.700001,1.7091018,4141,135,30
803,0.12629575,1497,1477,570,595,10.500004,1.7089126,4139,135,30
804,0.1195246,1505,1480,570,578,11.600008,1.7087082,4133,136,30
805,0.12778139,1517,1492,558,598,11.2000065,1.718605,4165,135,30
806,0.10999298,1521,1486,562,601,8.7,1.534434,4170,143,29
807,0.10728652,1511,1487,557,576,9.000002,1.5630335,4131,141,29
808,0.12657091,1523,1470,557,593,9.700002,1.7392688,4143,134,30
809,0.11448798,1505,1452,565,580,8.199998,1.4930499,4102,140,29
810,0.11546752,1530,1456,563,592,9.000002,1.6604178,4141,137,30
811,0.13202128,1500,1466,558,588,10.000001,1.6872063,4112,134,30
812,0.14506164,1512,1478,577,580,10.7000065,1.6960912,4147,137,30
813,0.11621503,1493,1439,558,604,9.900002,1.6579605,4094,134,30
814,0.12824322,1512,1464,568,590,10.000002,1.6688657,4134,136,30
815,0.13215904,1519,1462,587,574,7.899998,1.6902674,4142,134,30
816,0.13882183,1541,1467,593,592,10.7000065,1.8056974,4193,135,31
817,0.11405577,1481,1444,584,596,9.0,1.5388527,4105,140,29
818,0.12207539,1479,1439,588,600,8.8,1.621552,4106,137,29
819,0.14442445,1498,1475,602,607,10.700001,1.7756554,4182,135,30
820,0.11731305,1467,1444,611,596,8.699999,1.559323,4118,139,29
821,0.12569815,1490,1461,594,594,10.900004,1.7320826,4139,136,30
822,0.11948999,1506,1459,590,593,10.4000025,1.6578087,4148,136,30
823,0.13441117,1459,1433,581,594,8.299998,1.5924739,4067,135,30
824,0.12812307,1503,1476,566,591,10.000001,1.705365,4136,134,30
825,0.113661826,1524,1461,554,580,9.099998,1.6924962,4119,135,30
826,0.111054055,1511,1480,554,569,11.900008,1.666769,4114,136,30
827,0.10069954,1508,1483,552,558,9.600003,1.6478641,4101,134,30
828,0.08914695,1539,1482,524,574,9.8,1.5732678,4119,140,29
829,0.09158764,1560,1497,532,581,8.4,1.6880311,4170,136,30
830,0.09580704,1530,1478,528,579,10.100002,1.5926588,4115,138,29
831,0.11961757,1533,1468,531,564,10.600004,1.6746072,4096,136,30
832,0.096641205,1499,1495,551,584,7.7999983,1.4496224,4129,144,28
833,0.107204,1479,1460,558,585,9.1,1.5131286,4082,140,29
834,0.1186395,1487,1474,575,591,8.700001,1.6068549,4127,137,30
835,0.10805326,1510,1473,583,597,9.499999,1.6015348,4163,140,29
836,0.1280234,1492,1464,569,593,7.499998,1.5912799,4118,138,29
837,0.123859696,1480,1448,578,588,10.500002,1.7636033,4094,132,31
838,0.12141358,1484,1453,582,578,9.200002,1.7167174,4097,132,31
839,0.1162104,1474,1459,591,582,9.200003,1.5673133,4106,139,29
840,0.13693921,1498,1484,582,596,10.300001,1.6495647,4160,137,30
841,0.119385794,1488,1435,579,584,8.7,1.6696501,4086,135,30
842,0.14421701,1490,1472,587,585,10.300005,1.805707,4134,132,31
843,0.124069825,1510,1475,576,602,10.9000025,1.72707,4163,137,30
844,0.122613735,1516,1486,564,599,8.399999,1.6055202,4165,138,30
845,0.124729,1509,1467,577,578,8.799999,1.6655506,4131,135,30
846,0.13913028,1544,1467,579,593,12.000005,1.8641621,4183,133,31
847,0.13589893,1517,1489,583,585,8.399999,1.7215118,4174,135,30
848,0.1365694,1482,1465,572,583,9.200001,1.6191345,4102,137,29
849,0.121246494,1506,1456,572,593,8.299998,1.5710423,4127,139,29
850,0.14253607,1517,1466,582,577,9.0,1.7700121,4142,132,31
851,0.11645603,1525,1477,577,583,7.8999987,1.6898106,4162,136,30
852,0.13785185,1505,1442,565,587,8.299998,1.7256141,4099,131,31
853,0.120795466,1496,1456,582,586,8.4,1.5487839,4120,139,29
854,0.14529993,1472,1442,578,603,10.800005,1.7380198,4095,135,30
855,0.13660833,1492,1468,593,617,9.000002,1.7517964,4170,134,31
856,0.12610315,1469,1435,598,618,9.800002,1.7315027,4120,134,30
857,0.118558995,1444,1447,620,614,9.400004,1.5939618,4125,139,29
858,0.1284456,1483,1458,627,619,8.900001,1.7507262,4187,134,31
859,0.10436663,1475,1445,631,602,8.099998,1.6751478,4153,136,30
860,0.10954926,1458,1441,646,623,7.499998,1.5852425,4168,140,29
861,0.10079673,1458,1447,625,604,9.5,1.6563354,4134,136,30
862,0.12047782,1458,1452,635,601,9.800001,1.6559314,4146,139,29
863,0.12595375,1461,1451,632,604,10.299999,1.8414881,4148,131,31
864,0.13644442,1462,1423,614,598,11.100005,1.8210864,4097,129,31
865,0.122447304,1481,1466,626,617,10.300003,1.6317874,4190,138,30
866,0.108591914,1480,1423,596,596,7.5999985,1.5211946,4095,140,29
867,0.11871989,1485,1449,604,602,9.5,1.5855049,4140,140,29
868,0.13098244,1508,1457,588,597,9.700001,1.7981906,4150,132,31
869,0.12430014,1482,1459,581,593,9.900003,1.5165714,4115,141,29
870,0.12293565,1507,1467,565,590,8.499998,1.6889297,4129,135,30
871,0.1355696,1504,1477,566,589,8.299999,1.6507229,4136,136,30
872,0.12312535,1523,1470,570,589,10.200003,1.7621851,4152,134,30
873,0.14385284,1526,1491,564,593,9.900002,1.7443194,4174,135,30
874,0.14217924,1504,1467,570,607,8.399999,1.6498295,4148,137,30
875,0.13808315,1519,1494,593,582,9.800005,1.7234218,4188,136,30
876,0.13989133,1508,1447,592,590,10.800004,1.8286659,4137,130,31
877,0.13828203,1484,1474,605,595,11.000005,1.7226051,4158,134,31
878,0.14111538,1498,1486,589,607,8.999999,1.7017444,4180,135,30
879,0.120579556,1487,1466,591,601,9.000002,1.6756312,4145,137,30
880,0.1338622,1505,1447,601,591,10.500003,1.723285,4144,134,30
881,0.13398583,1488,1451,581,601,9.6,1.7901223,4121,132,31
882,0.13130741,1489,1462,595,596,9.2,1.6452174,4142,137,30
883,0.13660574,1526,1489,588,604,8.700001,1.7165419,4207,137,30
884,0.124536864,1490,1450,585,591,8.199998,1.6058285,4116,137,30
885,0.111273915,1504,1462,567,593,9.6,1.5729015,4126,141,29
886,0.12984313,1484,1471,564,593,9.500003,1.7764325,4112,131,31
887,0.13328035,1530,1480,556,583,8.900002,1.6940681,4149,137,30
888,0.12227502,1504,1487,559,581,10.900003,1.6781383,4131,136,30
889,0.122904226,1514,1480,566,578,7.8999968,1.6413947,4138,136,30
890,0.1229094,1504,1465,567,576,9.4,1.6270406,4112,139,29
891,0.12337945,1499,1469,569,584,7.699998,1.5920626,4121,138,29
892,0.1213839,1520,1491,573,600,8.099998,1.6487069,4184,139,30
893,0.14945735,1528,1472,574,591,10.300003,1.8019427,4165,134,31
894,0.13611577,1499,1463,561,573,10.600003,1.871677,4096,130,31
895,0.13251711,1489,1467,585,599,9.000001,1.5783312,4140,139,29
896,0.120911136,1511,1462,579,583,8.800001,1.6701791,4135,136,30
897,0.13424623,1491,1444,578,599,9.900002,1.6504842,4112,137,30
898,0.13034834,1499,1456,595,591,10.000002,1.7129169,4141,134,30
899,0.12412796,1488,1477,598,603,9.200002,1.6884036,4166,136,30
900,0.12672727,1464,1453,586,596,8.299998,1.6028519,4099,136,30
901,0.12931328,1503,1463,612,603,10.400003,1.665054,4181,138,30
902,0.12654254,1498,1448,600,587,10.800005,1.6474693,4133,138,29
903,0.1294538,1500,1453,604,604,8.699999,1.6922832,4161,137,30
904,0.12847912,1488,1453,589,595,8.900002,1.6085794,4125,137,30
905,0.14900376,1475,1452,599,601,10.300002,1.7398328,4127,134,30
906,0.1253755,1490,1464,599,602,8.999998,1.6214415,4155,138,30
907,0.14489965,1496,1455,602,614,10.4000025,1.8200603,4167,133,31
908,0.12757827,1501,1459,602,606,8.199999,1.61221,4168,138,30
909,0.15201552,1480,1458,595,603,9.400003,1.7141901,4136,134,30
910,0.13343324,1527,1460,592,589,8.799999,1.5717105,4168,141,29
911,0.13533701,1497,1476,578,594,9.7,1.7222655,4145,134,30
912,0.13908888,1499,1484,583,584,9.4,1.6757805,4150,135,30
913,0.13558163,1519,1491,572,591,10.100004,1.7538439,4173,136,30
914,0.11339523,1533,1468,557,573,8.699999,1.7131425,4131,134,30
915,0.11095351,1544,1524,573,596,8.999999,1.4927522,4237,146,29
916,0.12460566,1561,1532,567,589,11.000006,1.7186373,4249,140,30
917,0.10226914,1534,1469,544,560,9.700001,1.7026764,4107,136,30
918,0.10783425,1530,1464,542,576,9.299999,1.6033294,4112,138,29
919,0.10775652,1548,1501,539,576,9.299998,1.6745417,4164,137,30
920,0.10874523,1547,1493,543,576,9.600004,1.7665526,4159,133,31
921,0.104356945,1535,1480,533,568,10.300003,1.6538606,4116,136,30
922,0.09328881,1559,1485,532,563,9.700001,1.5877486,4139,139,29
923,0.10128873,1571,1494,538,572,9.700003,1.629363,4175,139,30
924,0.09443594,1552,1486,522,563,10.300002,1.5987844,4123,138,29
925,0.08840044,1563,1501,522,573,9.199999,1.6293317,4159,138,30
926,0.08799955,1574,1496,540,552,11.100006,1.6373836,4162,138,30
927,0.091777146,1555,1482,523,573,8.099998,1.6070871,4133,137,30
928,0.10117255,1531,1483,520,580,9.000002,1.7236489,4114,134,30
929,0.08368852,1547,1483,523,571,8.399999,1.6229123,4124,136,30
930,0.08349426,1565,1484,529,572,10.500003,1.5009856,4150,143,29
931,0.089379564,1555,1466,538,569,7.699999,1.5206374,4128,141,29
932,0.0937304,1556,1482,536,564,8.7,1.6209016,4138,137,30
933,0.11618026,1571,1506,535,582,10.300003,1.7530019,4194,135,31
934,0.103327066,1554,1489,534,580,11.900007,1.7262187,4157,136,30
935,0.09710283,1557,1475,530,571,11.000003,1.724798,4133,133,31
936,0.13098502,1518,1498,525,584,10.800004,1.7586403,4125,133,31
937,0.10287634,1532,1492,541,585,9.0,1.5622387,4150,141,29
938,0.101149276,1547,1508,523,589,10.600002,1.6440103,4167,139,29
939,0.08169377,1557,1487,531,574,10.000002,1.6313789,4149,137,30
940,0.07401937,1578,1500,534,570,9.4,1.5500458,4182,141,29
941,0.08840062,1551,1483,521,571,11.2000065,1.641369,4126,139,29
942,0.10116762,1593,1496,525,593,11.800004,1.7449228,4207,136,30
943,0.07843658,1549,1484,525,565,8.199998,1.6172183,4123,138,29
944,0.07038674,1581,1520,528,588,8.700001,1.5493456,4217,143,29
945,0.06967519,1548,1499,517,561,9.300002,1.5928946,4125,138,29
946,0.069761686,1568,1507,532,556,9.000001,1.5725895,4163,141,29
947,0.097273655,1554,1511,533,562,10.700005,1.7619203,4160,135,30
948,0.071664765,1562,1482,522,562,8.4,1.6139513,4128,138,29
949,0.09922679,1555,1485,525,573,10.300002,1.6046859,4138,141,29
950,0.099875376,1536,1492,528,579,9.300004,1.805004,4135,132,31
951,0.09955075,1555,1487,539,575,9.099998,1.7080103,4156,134,31
952,0.084985435,1526,1489,543,574,9.299999,1.5910435,4132,138,29
953,0.11230149,1531,1491,552,585,9.500002,1.695381,4159,136,30
954,0.1200766,1526,1469,553,580,8.900001,1.6358988,4128,137,30
955,0.112764314,1501,1476,563,593,9.200001,1.4911907,4133,143,28
956,0.11897944,1493,1458,574,591,9.100001,1.6250223,4116,138,29
957,0.13130617,1503,1455,594,597,10.000004,1.6835119,4149,136,30
958,0.13442285,1478,1448,584,593,10.100002,1.6420889,4103,136,30
959,0.13002448,1472,1457,603,591,10.000002,1.7224329,4123,135,30
960,0.1290275,1490,1471,600,605,10.100002,1.8061185,4166,133,31
961,0.1236487,1490,1454,605,615,10.500004,1.7169533,4164,136,30
962,0.11421248,1479,1451,612,601,9.599999,1.719042,4143,135,30
963,0.12439216,1476,1449,618,599,9.7,1.6918373,4142,135,30
964,0.13081968,1458,1435,618,601,7.5999975,1.5937961,4112,137,30
965,0.12935449,1466,1423,604,589,9.499999,1.7251811,4082,133,30
966,0.12593931,1476,1479,623,596,9.900001,1.6324126,4174,140,29
967,0.1341938,1472,1457,610,597,9.800001,1.654277,4136,137,30
968,0.14481097,1477,1467,596,591,9.5,1.7316126,4131,132,31
969,0.14942372,1496,1465,581,604,9.100002,1.8038568,4146,133,31
970,0.13073617,1487,1425,572,588,9.599999,1.5483769,4072,139,29
971,0.12196457,1534,1462,571,592,9.400002,1.6738857,4159,137,30
972,0.11862886,1519,1464,563,589,8.299999,1.6968777,4135,135,30
973,0.118185945,1517,1474,561,586,9.700001,1.6510856,4138,138,29
974,0.10853803,1534,1454,557,579,10.700005,1.5079995,4124,143,28
975,0.12154269,1543,1457,561,581,8.699999,1.6216536,4142,138,30
976,0.102530405,1542,1489,563,580,7.899998,1.5884742,4174,141,29
977,0.111778006,1513,1462,554,575,10.100002,1.602678,4104,137,29
978,0.10414763,1522,1463,549,585,9.1,1.7263874,4119,133,30
979,0.11871807,1527,1477,559,593,9.299998,1.586186,4156,139,29
980,0.11490452,1511,1463,567,572,7.2999988,1.549864,4113,139,29
981,0.1363738,1532,1481,560,589,9.6,1.8666483,4162,130,32
982,0.11890522,1503,1464,564,581,8.0999975,1.6183585,4112,135,30
983,0.116407365,1513,1465,582,591,9.4,1.6368321,4151,139,29
984,0.13002561,1494,1473,592,593,11.400006,1.6546221,4152,138,30
985,0.10693287,1497,1437,595,585,9.000002,1.5158699,4114,141,29
986,0.11226227,1486,1480,596,591,8.199998,1.6086657,4153,138,30
987,0.11781741,1488,1447,605,601,10.600004,1.6735069,4141,137,30
988,0.11724257,1483,1440,588,589,10.000001,1.6176564,4100,138,29
989,0.12258468,1486,1448,591,593,10.600004,1.816049,4118,131,31
990,0.12967643,1508,1462,598,601,11.100005,1.6371526,4169,139,29
991,0.13731554,1506,1456,593,575,11.800004,1.829925,4130,131,31
992,0.13210337,1504,1471,580,602,10.100002,1.7088745,4157,136,30
993,0.11941833,1540,1469,595,601,8.700001,1.6184521,4205,139,30
994,0.124232315,1538,1486,572,593,9.800001,1.702361,4189,139,30
995,0.11894134,1515,1490,569,582,10.5,1.7936697,4156,133,31
996,0.12782437,1509,1480,567,615,9.300003,1.6822562,4171,137,30
997,0.11402293,1480,1466,563,574,9.399998,1.567203,4083,137,29
998,0.12720819,1511,1488,564,576,9.500002,1.5998285,4139,139,29
999,0.13810524,1521,1463,549,571,10.900003,1.7463914,4104,133,30
1000,0.11688682,1529,1491,562,582,10.700005,1.6288402,4164,139,29
1001,0.10562216,1556,1488,548,555,10.100002,1.5662142,4147,140,29
1002,0.09646705,1538,1473,539,550,8.099998,1.6365099,4100,135,30
1003,0.10391266,1549,1482,527,569,9.0999975,1.7109014,4127,134,30
1004,0.094788045,1546,1492,529,575,9.800001,1.7348841,4142,134,30
1005,0.08190905,1585,1482,511,575,8.799999,1.7925806,4153,131,31
1006,0.0954292,1570,1521,534,568,9.200002,1.828378,4193,134,31
1007,0.080054745,1554,1487,519,576,8.4,1.5401087,4136,141,29
1008,0.09667533,1554,1486,529,563,9.5,1.6899785,4132,135,30
1009,0.08183061,1544,1464,519,582,8.799997,1.5164251,4109,140,29
1010,0.115713604,1518,1472,535,558,9.900002,1.9519203,4083,126,32
1011,0.10015192,1544,1490,538,573,8.799999,1.6143043,4145,139,29
1012,0.103989825,1525,1477,547,566,9.199999,1.6640804,4115,136,30
1013,0.14009614,1520,1473,560,585,7.9999976,1.7673973,4138,132,31
1014,0.12926923,1498,1477,549,586,10.500003,1.7540857,4110,134,30
1015,0.11866862,1514,1457,556,584,8.6,1.6632186,4111,134,30
1016,0.12342922,1525,1473,567,597,10.600004,1.7087673,4162,135,30
1017,0.13041063,1509,1457,577,586,9.6,1.6535699,4129,136,30
1018,0.12857476,1515,1468,586,601,10.000005,1.6929712,4170,138,30
1019,0.13383438,1508,1481,579,599,9.600002,1.6143725,4167,140,29
1020,0.13966057,1510,1479,579,602,10.4000025,1.7839307,4170,133,31
1021,0.13865113,1492,1471,583,586,8.8,1.6379454,4132,137,30
1022,0.13749048,1527,1460,567,587,10.100002,1.8624465,4141,130,31
1023,0.132059,1479,1477,576,582,7.399998,1.590785,4114,137,30
1024,0.1256844,1540,1467,580,601,8.6,1.7114593,4188,135,31
1025,0.13967015,1501,1472,571,587,8.499999,1.706679,4131,135,30
1026,0.14479022,1512,1461,570,581,8.699999,1.7586061,4124,133,31
1027,0.13179944,1507,1452,577,599,10.900005,1.7002393,4135,135,30
1028,0.12683123,1487,1455,601,580,7.699998,1.5731244,4123,138,29
1029,0.14293616,1499,1434,592,599,10.800003,1.8844063,4124,128,32
1030,0.12129744,1481,1434,619,594,9.099999,1.6280744,4128,137,30
1031,0.1238717,1468,1444,621,611,9.100002,1.6403449,4144,137,30
1032,0.133195,1478,1440,624,615,11.200006,1.8336518,4157,134,31
1033,0.10275161,1455,1427,624,590,9.1,1.5086406,4096,142,28
1034,0.10944523,1442,1436,640,591,8.899998,1.6121174,4109,138,29
1035,0.1269876,1454,1456,633,606,10.400004,1.6992745,4149,136,30
1036,0.121011004,1469,1426,633,606,10.200003,1.6841052,4134,136,30
1037,0.13288032,1465,1446,610,596,9.800004,1.6848412,4117,135,30
1038,0.12730679,1482,1457,623,595,8.199999,1.6225866,4157,138,30
1039,0.12869936,1468,1442,601,592,8.199998,1.6098927,4103,137,29
1040,0.118030675,1501,1468,590,602,7.8999977,1.5700774,4161,140,29
1041,0.12644158,1534,1473,575,576,11.000006,1.7213055,4158,136,30
1042,0.12598388,1536,1454,557,583,10.400007,1.6899976,4130,136,30
1043,0.12965155,1510,1462,551,583,10.000001,1.8126379,4106,131,31
1044,0.12736422,1553,1492,559,595,8.599999,1.7396022,4199,135,31
1045,0.13431206,1532,1478,544,591,9.400002,1.8509749,4145,129,32
1046,0.122339,1525,1489,557,589,9.000001,1.6175699,4160,138,30
1047,0.11669217,1556,1505,556,580,8.7,1.6936116,4197,137,30
1048,0.11998251,1550,1494,559,586,9.999999,1.666935,4189,139,30
1049,0.13429004,1557,1473,563,570,9.600004,1.7923833,4163,134,31
1050,0.11138243,1526,1503,544,585,9.6,1.6587516,4158,137,30
1051,0.107526325,1529,1485,551,589,7.799997,1.5100123,4154,142,29
1052,0.12227893,1543,1487,565,586,9.700004,1.6970317,4181,137,30
1053,0.108276755,1534,1483,551,578,9.400002,1.6323181,4146,139,29
1054,0.11508294,1542,1474,551,576,8.800001,1.5624882,4143,140,29
1055,0.105001755,1567,1483,545,575,7.699998,1.5699737,4170,140,29
1056,0.12061956,1512,1456,543,583,8.7,1.685171,4094,133,30
1057,0.10821593,1513,1463,549,587,10.8,1.5744628,4112,138,29
1058,0.12110752,1525,1471,547,587,9.299999,1.7191505,4130,135,30
1059,0.12150635,1503,1484,554,563,12.300006,1.7230725,4104,135,30
1060,0.11710902,1532,1468,544,572,9.5,1.6661057,4116,135,30
1061,0.10669297,1556,1495,555,588,9.900002,1.6886481,4194,138,30
1062,0.13149431,1522,1480,544,563,10.9000025,1.7978071,4109,131,31
1063,0.13385986,1545,1475,545,583,11.000004,1.7147759,4148,136,30
1064,0.14734013,1530,1462,548,579,12.900008,1.833962,4119,131,31
1065,0.114895724,1535,1469,551,595,8.099998,1.5841424,4150,139,29
1066,0.1460081,1534,1475,560,577,10.100005,1.8536156,4146,130,31
1067,0.1347799,1507,1468,565,568,9.299997,1.6621203,4108,135,30
1068,0.13325816,1507,1476,574,583,8.900001,1.6632582,4140,136,30
1069,0.12453576,1499,1435,571,588,8.899998,1.608158,4093,137,29
1070,0.14829013,1501,1456,564,588,11.000005,1.7101707,4109,134,30
1071,0.13238354,1521,1445,570,575,8.700001,1.6520777,4111,135,30
1072,0.13578671,1511,1468,571,580,10.4000025,1.7967292,4130,132,31
1073,0.14793096,1496,1446,578,586,9.5,1.7644402,4106,131,31
1074,0.13826352,1516,1460,563,597,9.900001,1.7846692,4136,132,31
1075,0.14378557,1502,1445,555,591,11.400007,1.8324919,4093,130,31
1076,0.13981852,1525,1468,579,589,10.600003,1.728837,4161,135,30
1077,0.13474564,1506,1497,600,596,8.700001,1.6042373,4199,141,29
1078,0.1282333,1487,1446,576,601,9.6,1.5650098,4110,138,29
1079,0.14092338,1503,1452,571,592,8.699999,1.7530088,4118,132,31
1080,0.12963372,1507,1475,601,584,8.7,1.5673602,4167,140,29
1081,0.14543046,1467,1440,572,599,9.700001,1.6722639,4078,134,30
1082,0.1407998,1493,1450,603,583,9.900003,1.7120345,4129,134,30
1083,0.15455121,1513,1471,592,600,9.0,1.7797633,4176,134,31
1084,0.15040943,1501,1482,597,595,9.599999,1.836309,4175,131,31
1085,0.13545954,1510,1461,566,591,10.000001,1.7224053,4128,135,30
1086,0.13001865,1495,1476,563,594,9.800001,1.6336455,4128,138,29
1087,0.13581924,1522,1477,548,591,9.8,1.7658024,4138,133,31
1088,0.11303196,1547,1478,556,556,9.6,1.6777352,4137,137,30
1089,0.11174122,1532,1485,533,581,10.200005,1.6695935,4131,136,30
1090,0.089029536,1536,1480,543,562,10.200003,1.5389446,4121,141,29
1091,0.12787221,1535,1448,523,572,13.300014,1.8920527,4078,130,31
